Name,Critic_Score,Developer
The Orange Box,96,Valve Software
DDRMAX2: Dance Dance Revolution,82,Konami
Virtua Fighter 4,94,Sega AM2
Mafia III,68,Hangar 13
Sly 2: Band of Thieves,88,Sucker Punch
Sonic Advance 2,83,Dimps Corporation
Madden NFL 07,80,EA Tiburon
NBA 2K11,89,Visual Concepts
Forza Motorsport 6,87,Turn 10
The Evil Within,75,Tango Gameworks
Metroid Prime 3: Corruption,90,Retro Studios
Midnight Club II,85,Rockstar San Diego
The Getaway: Black Monday,57,SCEE London Studio
50 Cent: Bulletproof,47,Genuine Games
Dead or Alive 3,87,Team Ninja
Dragon Quest Monsters: Joker,75,TOSE
LEGO Star Wars III: The Clone Wars,76,Traveller's Tales
UFC 2009 Undisputed,84,THQ
The SpongeBob SquarePants Movie,75,Heavy Iron Studios
Golden Sun,91,Camelot Software Planning
Def Jam: Fight for NY,83,Aki Corp.
Tom Clancy's Ghost Recon,84,Red Storm Entertainment
State of Emergency,71,VIS Entertainment
The Urbz: Sims in the City,70,Maxis
Star Wars: Starfighter,84,LucasArts
Star Wars: Battlefront,80,Pandemic Studios
Madden NFL 17,82,EA Sports
Just Cause 2,83,Avalanche Studios
FIFA Soccer 08,81,EA Canada
Crackdown,83,Realtime Worlds
Wii Party U,65,Nd Cube
Dance Dance Revolution X,55,Konami
Xenosaga Episode I: Der Wille zur Macht,83,Monolith Soft
Kinect Star Wars,55,Terminal Reality
Dragon's Dogma,78,Capcom
The Order: 1886,63,"Ready at Dawn, SCE Santa Monica"
SSX Tricky,92,EA Canada
Knack,54,SCE Japan Studio
Dragon Quest VI: Realms of Revelation,78,ArtePiazza
Crash Bandicoot: The Huge Adventure,78,Vicarious Visions
Hitman: Absolution,79,Io Interactive
The Crew,61,"Ubisoft Reflections, Ivory Tower"
NBA 2K15,82,Visual Concepts
Madden NFL 2005,91,EA Tiburon
Star Ocean: Till The End of Time,80,Tri-Ace
Call of Duty: Modern Warfare 3,78,"Infinity Ward, Sledgehammer Games"
Dishonored,88,Arkane Studios
The Beatles: Rock Band,89,Harmonix Music Systems
Ace Combat 5: The Unsung War,84,Namco
Need for Speed Underground,83,Electronic Arts
Deal or No Deal,20,Artefacts Studio
Portal 2,95,Valve Software
NCAA Football 07,87,EA Sports
The Sims 3: Late Night Expansion Pack,74,The Sims Studio
No Man's Sky,71,Hello Games
SOCOM 3: U.S. Navy SEALs,82,Zipper Interactive
BioShock Infinite,94,Irrational Games
Harry Potter and the Sorcerer's Stone,64,Griptonite Games
Dragon Ball Z: The Legacy of Goku,53,Webfoot Technologies
Resident Evil 4,96,Capcom
Need For Speed: Undercover,64,EA Vancouver
Sonic Colors,78,Sonic Team
Saints Row 2,82,Volition Inc.
Sid Meier's Civilization V,90,Firaxis Games
The Sims: Superstar,79,Maxis
Metroid Fusion,92,Nintendo
We Ski,67,Bandai Namco Games
Star Wars Battlefront: Renegade Squadron,73,Rebellion
SSX 3,93,EA Canada
Madden NFL 2001,90,EA Sports
Star Wars: Battlefront II,83,Pandemic Studios
Tony Hawk's Pro Skater 3,87,Shaba Games
Dragon Age: Origins,87,BioWare
Spy Hunter,84,Paradigm Entertainment
NCAA Football 2004,94,EA Sports
Fight Night Round 3,83,EA Chicago
StarCraft II: Heart of the Swarm,86,Blizzard Entertainment
SpongeBob SquarePants: Battle for Bikini Bottom,71,Heavy Iron Studios
Until Dawn,79,SuperMassive Games
Big Beach Sports,44,HB Studios Multimedia
SSX,93,EA Sports Big
Shaun White Snowboarding: Road Trip,78,Ubisoft
NBA Ballers,83,Midway
Saints Row IV,81,Volition Inc.
NBA Live 2003,83,EA Canada
LEGO Batman 2: DC Super Heroes,79,TT Games
Dragon Ball Z: Budokai Tenkaichi,72,Spike
Dark Souls III,89,From Software
Kirby's Return to Dreamland,77,HAL Labs
Mario Party 6,71,Hudson Soft
Star Wars The Clone Wars: Lightsaber Duels,56,Krome Studios
Need for Speed Carbon,77,EA Canada
Heavenly Sword,79,Ninja Theory
MySims,68,EA Redwood Shores
Army of Two,72,EA Montreal
Tiger Woods PGA Tour 2003,88,EA Sports
Prince of Persia: Warrior Within,83,Ubisoft Montreal
Far Cry 4,82,Ubisoft Montreal
ESPN NFL 2K5,92,Visual Concepts
Beyond: Two Souls,70,Quantic Dream
Pikmin,89,Nintendo
Tiger Woods PGA Tour 2004,89,EA Sports
Call of Duty: Black Ops,81,Treyarch
Ape Escape,90,SCEI
NCAA Football 2005,88,EA Tiburon
Max Payne 3,86,Rockstar Studios
Viva Pinata,84,Rare Ltd.
Kinectimals,74,Frontier Developments
Kirby Air Ride,61,HAL Labs
LEGO Marvel Super Heroes,83,TT Games
Rock Band,92,Harmonix Music Systems
Dragon Quest IV: Chapters of the Chosen,80,ArtePiazza
NFL Street 2,77,EA Tiburon
Super Mario Strikers,76,Next Level Games
Rage,81,id Software
Mario Hoops 3 on 3,69,Square Enix
Just Cause 2,81,Avalanche Studios
Silent Hill,86,KCET
Sonic Heroes,72,Sonic Team
ESPN NBA 2K5,83,Visual Concepts
Diablo,94,Blizzard Entertainment
Far Cry 2,85,Ubisoft Montreal
The Legend of Zelda: Twilight Princess,96,Nintendo
Pro Evolution Soccer 2008,74,Konami
Pokemon Battle Revolution,53,Genius Sonority Inc.
Kingdom Hearts 3D: Dream Drop Distance,75,Square Enix
Dance Dance Revolution: Hottest Party 2,69,Konami
SoulCalibur IV,85,Namco
Sonic Generations,76,Sega
Spyro 2: Season of Flame,76,Digital Eclipse
Mario Party 10,66,"Nintendo, Nd Cube"
Devil May Cry 4,84,Capcom
Dead Rising 3,78,Capcom Vancouver
NCAA Football 2002,90,EA Sports
Gears of War: Judgment,79,Epic Games
Watch Dogs,78,Ubisoft Montreal
Guitar Hero: On Tour Decades,72,Vicarious Visions
Madden NFL 15,80,EA Sports
Conflict: Desert Storm,55,Pivotal Games
Mario Party 7,64,Hudson
Dragon Quest V: Hand of the Heavenly Bride,84,ArtePiazza
Smuggler's Run,79,Rockstar San Diego
Fight Night Round 3,84,EA Chicago
Need for Speed: Most Wanted,83,EA Canada
Carnival Games: Mini Golf,38,Cat Daddy Games
Pokemon Mystery Dungeon: Explorers of Sky,54,ChunSoft
LEGO Pirates of the Caribbean: The Video Game,73,Traveller's Tales
Stuntman,71,Reflections Interactive
Tom Clancy's Rainbow Six 3,86,Ubisoft
LEGO Harry Potter: Years 1-4,79,Traveller's Tales
Spider-Man 2: Enter: Electro,74,Vicarious Visions
Guitar Hero 5,89,Vicarious Visions
Wolfenstein: The New Order,79,MachineGames
Mafia II,74,2K Czech
BioShock 2,88,2K Marin
Dark Cloud,80,Level 5
Warcraft III: The Frozen Throne,88,Blizzard Entertainment
Active Life: Outdoor Challenge,69,h.a.n.d. Inc.
Tom Clancy's Ghost Recon Advanced Warfighter,90,Ubisoft Paris
MVP Baseball 2005,87,EA Sports
Uncharted: Golden Abyss,80,"Naughty Dog, Sony Bend"
Go Vacation,64,Namco Bandai Games
Pro Evolution Soccer 2013,82,Konami
Dishonored,89,Arkane Studios
Mario Golf: Toadstool Tour,81,Camelot Software Planning
Call of Duty: Black Ops II,74,Treyarch
Resident Evil: The Umbrella Chronicles,75,Cavia Inc.
The Simpsons Skateboarding,38,The Code Monkeys
Donkey Kong Country: Tropical Freeze,83,Retro Studios
Fight Night Round 4,88,EA Canada
Super Monkey Ball 2,87,Amusement Vision
Pac-Man World 2,73,Namco
MySims Kingdom,76,EA Redwood Shores
Dead Space 2,90,Visceral Games
The Simpsons Game,68,Electronic Arts
The Simpsons Game,69,Griptonite Games
Football Manager 2012,84,Sports Interactive
Ni no Kuni: Wrath of the White Witch,85,Level 5
SoulCalibur II,93,Namco
Call of Duty 3,80,Treyarch
Tokyo Xtreme Racer Zero,76,Genki
Red Faction II,84,Volition Inc.
Madden NFL 2001,91,EA Sports
Star Wars: The Force Unleashed II,63,LucasArts
Rock Band 2,91,Harmonix Music Systems
Final Fantasy: Crystal Chronicles,80,Square Enix
Medal of Honor: Frontline,81,EA LA
Madden NFL 09,67,EA Tiburon
Dead Rising 2,79,Blue Castle Games
Mafia II,75,2K Czech
Batman: Arkham Knight,85,Rocksteady Studios
Dirge of Cerberus: Final Fantasy VII,57,Square Enix
Sonic Rivals 2,60,Backbone Entertainment
Resistance 3,83,Insomniac Games
Drawn To Life: SpongeBob SquarePants Edition,68,Altron
007: Quantum of Solace,65,Treyarch
Major League Baseball 2K5,82,Kush Games
Fight Night 2004,85,EA Sports
LEGO Star Wars III: The Clone Wars,75,Traveller's Tales
Tom Clancy's Splinter Cell: Pandora Tomorrow,93,Ubisoft Shanghai
Call of Duty Black Ops: Declassified,33,Nihilistic
Tom Clancy's Ghost Recon: Future Soldier,79,Ubisoft Paris
Fight Night Round 3,86,EA Chicago
Xenogears,84,SquareSoft
Super Scribblenauts,81,5TH Cell
Super Monkey Ball,87,Amusement Vision
SoulCalibur IV,85,Namco
Mario Superstar Baseball,76,Namco
Battlefield: Bad Company,83,EA DICE
Homefront,70,Kaos Studios
Onimusha 3: Demon Siege,85,Capcom
Red Dead Revolver,73,Rockstar San Diego
Resident Evil: Outbreak,71,Capcom
Mass Effect 2,94,BioWare
LEGO Battles: Ninjago,59,Hellbent Games
NBA 2K14,85,Visual Concepts
SingStar Pop,73,SCEE London Studio
Disney Infinity,74,Avalanche Software
My Word Coach,71,Ubisoft
Tiger Woods PGA Tour 2005,88,EA Sports
NCAA Football 2003,91,EA Sports
Star Wars: The Force Unleashed II,61,LucasArts
Frogger 2: Swampy's Revenge,77,Blitz Games
WWE SmackDown vs Raw 2008,71,Yuke's
Kinect Joy Ride,52,BigPark
Smarty Pants,65,Planet Moon Studios
Classic NES Series: Super Mario Bros.,84,Nintendo
Anno 2070,83,"Blue Byte, Related Designs"
Hasbro Family Game Night,63,EA Bright Light
Sonic Rivals,64,Backbone Entertainment
BioShock,94,"Digital Extremes, 2K Marin"
Mass Effect 3,93,BioWare
Cabela's Big Game Hunter,59,Sand Grain Studios
SimCity (2013),64,Maxis
The Legend of Zelda: The Minish Cap,89,Flagship
NFL Street,80,EA Tiburon
Dead Space 2,89,Visceral Games
Tiger Woods PGA Tour 09 All-Play,81,EA Tiburon
Metal Gear Rising: Revengeance,80,PlatinumGames
Rayman Raving Rabbids,76,Ubisoft Montpellier
Dragon Quest Monsters: Joker 2,77,TOSE
UFC Undisputed 2010,85,Yuke's
Medal of Honor: Warfighter,55,Danger Close
Sonic's Ultimate Genesis Collection,79,Backbone Entertainment
Diablo III,87,Blizzard Entertainment
Twisted Metal: Black,91,Incognito Inc.
NASCAR 2005: Chase for the Cup,87,EA Tiburon
Fight Night Round 4,87,EA Canada
Spider-Man: The Movie,79,Treyarch
LEGO Star Wars II: The Original Trilogy,83,Traveller's Tales
Dead Space,89,EA Redwood Shores
LEGO Indiana Jones 2: The Adventure Continues,72,Traveller's Tales
Ridge Racer,88,Namco
Sonic Advance 3,79,Dimps Corporation
Colin McRae Rally 3,86,Codemasters
Forza Horizon 2,86,Playground Games
Madden NFL 2002,88,EA Sports
Dynasty Warriors 5,69,Omega Force
Injustice: Gods Among Us,81,NetherRealm Studios
Far Cry 2,85,Ubisoft Montreal
Yoshi's New Island,64,Arzest
True Crime: Streets of LA,77,"Luxoflux, Inc."
Ryse: Son of Rome,60,Crytek
Mortal Kombat X,86,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
Rise of the Tomb Raider,86,Crystal Dynamics
Sonic Generations,77,"Sega, Sonic Team"
Dave Mirra Freestyle BMX 2,81,"Z-Axis, Ltd."
Bakugan: Battle Brawlers,60,Now Production
LEGO Indiana Jones: The Original Adventures,77,Traveller's Tales
Deus Ex: Human Revolution,89,Eidos Montreal
Final Fantasy XII: Revenant Wings,81,"Square Enix, Think and Feel"
Call of Duty: Black Ops,80,Treyarch
Deus Ex: Human Revolution,89,Eidos Montreal
Star Wars Knights of the Old Republic II: The Sith Lords,86,Obsidian Entertainment
The Sims 2,65,Maxis
Dead Rising 2,80,Blue Castle Games
Ridge Racer 7,78,Namco Bandai Games
Tom Clancy's Ghost Recon 2,80,Red Storm Entertainment
Need for Speed: The Run,68,Black Box
Crash Bandicoot 2: N-Tranced,75,Vicarious Visions
Titanfall,83,Bluepoint Games
Dead to Rights,73,Namco
WWE '13,76,THQ
Hasbro Family Game Night 2,63,Electronic Arts
Gardening Mama,60,Taito Corporation
Burnout Paradise,88,Criterion Games
Middle-Earth: Shadow of Mordor,87,Monolith Productions
MotorStorm: Pacific Rift,82,Evolution Studios
Samurai Warriors,73,Omega Force
Battlefield 4,81,EA DICE
Gears of War 4,84,The Coalition
FIFA Soccer 08,79,EA Canada
FIFA Soccer 09,84,EA Canada
FIFA Soccer 08,82,EA Canada
Test Drive,73,Pitbull Syndicate
Devil May Cry 4,84,Capcom
Tom Clancy's Rainbow Six: Vegas 2,81,Ubisoft Montreal
Metroid: Other M,79,Team Ninja
Crysis 2,84,Crytek
Chrono Trigger,92,TOSE
Marvel vs. Capcom 3: Fate of Two Worlds,84,Capcom
Doom 3,88,Vicarious Visions
Tom Clancy's Rainbow Six: Siege,74,Ubisoft Montreal
F1 2010,84,Codemasters Birmingham
Monster Hunter Freedom,71,Capcom
Donkey Kong Jungle Beat,80,Nintendo
Need for Speed Carbon,74,EA Canada
Lost Planet: Extreme Condition,79,Capcom
Max Payne 2: The Fall of Max Payne,73,Rockstar Vienna
Battlefield: Bad Company,84,EA DICE
MVP Baseball 2004,90,EA Sports
Alan Wake,83,Remedy Entertainment
Metroid Prime 2: Echoes,92,Retro Studios
Corvette,57,Steel Monkeys
WWE SmackDown vs Raw 2008,74,Yuke's
Skylanders SWAP Force,83,Vicarious Visions
Grand Theft Auto: Chinatown Wars,93,Rockstar Leeds
UFC Undisputed 2010,84,Yuke's
World of Warcraft: Wrath of the Lich King,91,Blizzard Entertainment
NFL 2K3,93,Visual Concepts
Assassin's Creed III: Liberation,70,Ubisoft
Your Shape: Fitness Evolved,73,Ubisoft Montreal
Need for Speed Underground Rivals,74,Team Fusion
Rage,81,id Software
LEGO Harry Potter: Years 1-4,79,Traveller's Tales
Madagascar,69,Toys for Bob
The Witcher 3: Wild Hunt,91,CD Projekt Red Studio
Turok: Evolution,61,Acclaim
[Prototype],78,Radical Entertainment
Burnout 3: Takedown,94,Criterion Games
The Beatles: Rock Band,89,Harmonix Music Systems
NBA Live 07,63,EA Sports
Yoshi's Woolly World,78,Good-Feel
Skylanders Giants,80,Toys for Bob
SingStar '80s,78,SCEA
Tekken 6,80,"Namco Bandai Games America, Namco Bandai Games"
Assassin's Creed Syndicate,78,Ubisoft Quebec
Pokemon Ranger: Guardian Signs,68,Creatures Inc.
LEGO Batman: The Videogame,75,Traveller's Tales
Crysis 2,85,Crytek
Pirates of the Caribbean: The Curse of the Black Pearl,49,Pocket Studios
Namco Museum DS,67,M2
Deal or No Deal,56,Artefacts Studio
Transformers,75,Melbourne House
Dying Light,74,Techland
Fallout 4,84,Bethesda Game Studios
Sonic Colors,79,Dimps Corporation
Assassin's Creed: Rogue,72,Ubisoft Sofia
EA Playground,66,EA Canada
The Elder Scrolls Online,77,ZeniMax Media
Champions of Norrath,85,Snowblind Studios
LEGO Batman: The Videogame,73,Traveller's Tales
Manhunt,76,Rockstar North
Need for Speed Carbon,67,EA Canada
Silent Hill 2,89,KCET
Castlevania: Symphony of the Night,93,Konami
Guitar Hero: Aerosmith,73,Vicarious Visions
The LEGO Movie Videogame,69,TT Games
The Sims 2: Nightlife,76,Maxis
Dark Souls II,91,From Software
Kid Icarus: Uprising,83,"Opus, Project Sora"
Pokemon Mystery Dungeon: Gates to Infinity,59,"Nintendo, Spike Chunsoft"
LEGO Batman: The Videogame,77,Traveller's Tales
NBA 2K9,84,Visual Concepts
Tony Hawk's Underground,85,Neversoft Entertainment
Metal Gear Solid V: Ground Zeroes,75,Kojima Productions
.hack//Infection Part 1,75,CyberConnect2
Jillian Michaels' Fitness Ultimatum 2009,30,3G Studios
Valkyria Chronicles,86,Sega
WWE '12,71,Yuke's
Sonic Adventure DX: Director's Cut,57,Sonic Team
Battle Arena Toshinden,69,Tamsoft
WWE '13,78,"THQ, Yuke's"
Final Fantasy X / X-2 HD Remaster,85,Virtuos
Need for Speed Rivals,80,Ghost Games
EA Sports Active 2,79,EA Canada
Rockstar Games presents Table Tennis,68,Rockstar San Diego
Football Manager 2011,85,Sports Interactive
Tamagotchi Connection: Corner Shop,59,NanaOn-Sha
Tomb Raider: Underworld,75,Nixxes Software
LEGO Battles,65,Hellbent Games
NBA Live 2001,86,EA Sports
Saints Row IV,76,Volition Inc.
Star Wars: The Force Unleashed,68,Krome Studios
SOCOM: U.S. Navy SEALs Confrontation,63,Slant Six
Need for Speed: Most Wanted,83,EA Canada
Pokemon XD: Gale of Darkness,64,Genius Sonority Inc.
Black,79,Criterion Games
Tom Clancy's Rainbow Six: Vegas,86,Ubisoft Montreal
LittleBigPlanet PS Vita,88,"Tarsier Studios, Double Eleven"
Pokemon Super Mystery Dungeon,69,"Spike Chunsoft Co. Ltd., Spike Chunsoft"
RollerCoaster Tycoon 2,74,Chris Sawyer
Lara Croft Tomb Raider: The Angel of Darkness,52,Core Design Ltd.
Tom Clancy's Splinter Cell: Pandora Tomorrow,87,Ubisoft Shanghai
Ratchet: Deadlocked,81,Insomniac Games
Winter Sports: The Ultimate Challenge,52,49Games
Baldur's Gate: Dark Alliance,87,Snowblind Studios
Oddworld: Abe's Oddysee,85,Oddworld Inhabitants
Ridge Racer V,78,Namco
WWE SmackDown vs. Raw 2009,78,Yuke's
LEGO Harry Potter: Years 5-7,76,Traveller's Tales
Star Wars Episode III: Revenge of the Sith,61,Double Helix Games
[Prototype],79,Radical Entertainment
FIFA Street,76,EA Sports
Frogger: The Great Quest,32,Konami
Madden NFL 17,83,EA Sports
Ninja Gaiden,91,Team Ninja
Crash Bandicoot: The Wrath of Cortex,70,Traveller's Tales
Driv3r,57,Reflections Interactive
Assassin's Creed: Bloodlines,63,Griptonite Games
LEGO The Lord of the Rings,80,TT Games
Hyrule Warriors,76,Omega Force
Donkey Kong Country 2,80,Rare Ltd.
Guitar Hero: Aerosmith,70,Neversoft Entertainment
Need for Speed Carbon,75,EA Canada
Ben 10: Protector of Earth,63,High Voltage Software
2010 FIFA World Cup South Africa,82,EA Canada
Tales of Xillia,78,Bandai Namco Games
Diddy Kong Racing DS,63,Rare Ltd.
Mario Power Tennis,80,Camelot Software Planning
Golden Sun: The Lost Age,86,Camelot Software Planning
Max Payne,89,neo Software
NBA 2K2,89,Visual Concepts
NASCAR Thunder 2003,84,EA Sports
Cars,71,Rainbow Studios
Fuzion Frenzy,70,Blitz Games
Call of Duty: Finest Hour,73,Spark Unlimited
Final Fantasy IV,85,Matrix Software
Star Wars: Battlefront II,69,Savage Entertainment
Super Street Fighter IV: 3D Edition,85,Capcom
Sly Cooper and the Thievius Raccoonus,86,Sucker Punch
WWE 2K16,73,Yuke's
Dino Crisis 2,86,Capcom
Need for Speed Underground,83,Electronic Arts
Naruto Shippuden: Ultimate Ninja Storm 2,76,CyberConnect2
Medal of Honor: Airborne,75,Electronic Arts
Battlefield: Hardline,71,Visceral Games
Bayonetta,87,Nex Entertainment
Boom Blox,85,EA LA
The Lord of the Rings: The Fellowship of the Ring,59,Surreal Software
The Sims 2: Castaway,73,Maxis
ATV Offroad Fury 3,78,Climax Group
F1 2011,82,Codemasters
Pikmin 2,90,Nintendo
Enter the Matrix,65,Shiny Entertainment
Cars,70,Locomotive Games
NHL 2002,92,EA Sports
FIFA Soccer 11,68,EA Sports
The Simpsons: Road Rage,55,Altron
LEGO Batman 2: DC Super Heroes,81,Traveller's Tales
Captain Toad: Treasure Tracker,81,Nintendo EAD Tokyo
SpongeBob SquarePants: Revenge of the Flying Dutchman,71,Vicarious Visions
Pro Evolution Soccer 2008,83,Konami
Destiny: The Taken King,89,"Bungie Software, Bungie"
Scarface: The World is Yours,75,Radical Entertainment
Hitman 2: Silent Assassin,84,Io Interactive
WWE SmackDown vs Raw 2008,68,Yuke's
Spider-Man: The Movie,76,Treyarch
Mario vs. Donkey Kong 2: March of the Minis,76,"Nintendo, Nintendo Software Technology"
Metal Gear Solid: Portable Ops,87,Kojima Productions
Injustice: Gods Among Us,78,NetherRealm Studios
Shenmue,88,Sega AM2
Just Dance 4,77,Ubisoft
Tony Hawk's Pro Skater 2,95,Vicarious Visions
One Piece: Pirate Warriors,64,"Omega Force, Tecmo Koei Games"
Gun,77,Neversoft Entertainment
Ty the Tasmanian Tiger,70,Krome Studios
Resident Evil: Operation Raccoon City,52,Slant Six
LEGO Indiana Jones: The Original Adventures,76,Traveller's Tales
PokéPark Wii: Pikachu's Adventure,62,Creatures Inc.
WWE '12,72,Yuke's
Cabela's Dangerous Hunts,57,Sand Grain Studios
Grand Theft Auto V,96,Rockstar North
Fallout: New Vegas,84,Obsidian Entertainment
WWE SmackDown vs. Raw 2010,81,Yuke's
Medal of Honor: Rising Sun,65,EA LA
Army of Two,74,EA Montreal
Spore,84,Maxis
Mario vs. Donkey Kong,81,Nintendo
LEGO Star Wars III: The Clone Wars,76,Traveller's Tales
Midnight Club 3: DUB Edition Remix,85,Rockstar San Diego
Tom Clancy's Ghost Recon: Jungle Storm,70,Red Storm Entertainment
Bushido Blade,83,Light Weight
Mirror's Edge,79,EA DICE
Sonic the Hedgehog,43,Sonic Team
NASCAR Thunder 2002,85,EA Sports
Your Shape: Fitness Evolved 2012,77,Ubisoft
FIFA 14,88,EA Canada
Final Fantasy Tactics: The War of the Lions,88,TOSE
Sniper: Ghost Warrior,45,City Interactive
Sonic Rush Adventure,78,Dimps Corporation
Worldwide Soccer Manager 2009,83,Sports Interactive
Gauntlet: Dark Legacy,73,Midway
Medal of Honor Heroes 2,69,EA LA
Bad Boys: Miami Takedown,43,Blitz Games
Football Manager 2013,86,Sports Interactive
Medal of Honor: Warfighter,53,Danger Close
FIFA Soccer 10,83,EA Sports
Donkey Konga,76,Namco
Call of Duty 4: Modern Warfare,92,Infinity Ward
Tak and the Power of Juju,68,Avalanche Software
WWE 2K15,62,Yuke's
Tenchu: Wrath of Heaven,79,K2 LLC
Shadow of the Colossus,91,SCE Japan Studio
Brave Fencer Musashi,81,SquareSoft
Ninja Gaiden Sigma,88,Team Ninja
WWE 2K14,74,Yuke's
Pokemon Rumble Blast,56,Ambrella
007: Quantum of Solace,65,Treyarch
Dance Dance Revolution Extreme 2,76,Konami Computer Entertainment Hawaii
The Lord of the Rings: The Return of the King,84,EA Games
Hot Shots Golf: Out of Bounds,81,Clap Hanz
Sunset Overdrive,81,Insomniac Games
Mobile Suit Gundam: Federation vs. Zeon,73,Capcom
Naruto Shippuden: Ultimate Ninja Storm 4,79,CyberConnect2
MechAssault,87,Day 1 Studios
Cars,50,Helixe
Watch Dogs 2,83,Ubisoft Montreal
LEGO Star Wars III: The Clone Wars,67,Traveller's Tales
Tom Clancy's Rainbow Six 3: Black Arrow,84,Ubisoft Montreal
Mirror's Edge,79,EA DICE
Guitar Hero 5,85,Neversoft Entertainment
Alien: Isolation,79,Creative Assembly
Fantasy Life,73,"Level 5, Brownie Brown"
SingStar,82,SCEE London Studio
The Legend of Zelda: Tri Force Heroes,73,Nintendo
Supercar Street Challenge,57,Exakt
